case_id,deliktart,tatmittel,tatort_stadt,tatzeit,geraet_typ,mobilfunk_provider,cell_id,ip_adresse,schadenshoehe_eur,anzahl_verdaechtige,vorstrafen_bekannt,kommunikation_events,digitale_spuren,gps_daten_vorhanden,video_cctv,osint_hinweise,risiko_klasse
BW-2025-00634,Körperverletzung,Fahrzeug,Freiburg,2025-12-26 17:00:00,Laptop,Vodafone,27143,214.126.113.124,10489.43,2,2,12,1,0,0,0,mittel
BW-2025-00635,Raub,Messer,Freiburg,2025-06-16 22:00:00,Laptop,1&1,52949,74.70.164.58,0.0,2,2,3,0,0,1,0,niedrig
BW-2025-00636,Cybercrime,Brecheisen,Heilbronn,2025-11-18 07:00:00,Android Smartphone,Telekom,75350,143.214.33.72,1265.78,2,2,29,0,0,1,1,mittel
BW-2025-00637,Einbruchdiebstahl,Phishing-Mail,Freiburg,2025-12-04 18:00:00,Desktop PC,1&1,37158,67.50.223.193,2894.02,2,0,12,1,1,1,0,niedrig
BW-2025-00638,Körperverletzung,Fahrzeug,Ulm,2025-10-18 03:00:00,Android Smartphone,O2,82161,32.178.194.180,4424.43,2,1,8,1,0,1,1,mittel
BW-2025-00639,Diebstahl,Online-Plattform,Heilbronn,2025-06-07 03:00:00,Desktop PC,O2,69133,130.177.107.227,10548.58,1,0,27,0,1,1,1,mittel
BW-2025-00640,Sachbeschädigung,Phishing-Mail,Heilbronn,2025-09-19 00:00:00,Laptop,O2,44815,176.53.249.215,10873.13,3,1,4,0,0,1,0,mittel
BW-2025-00641,Drogenhandel,Laptop,Pforzheim,2025-07-08 16:00:00,Desktop PC,Telekom,57216,20.204.207.26,736.61,2,0,34,0,0,0,0,niedrig
BW-2025-00642,Raub,Phishing-Mail,Heidelberg,2025-07-26 15:00:00,Laptop,O2,11118,208.35.180.233,4616.32,2,0,19,1,0,0,1,mittel
BW-2025-00643,Cybercrime,Phishing-Mail,Ulm,2025-11-19 05:00:00,Tablet,Telekom,37508,132.116.201.11,0.0,1,0,14,0,1,0,0,niedrig
BW-2025-00644,Körperverletzung,keines,Freiburg,2025-05-09 05:00:00,iPhone,O2,68978,153.246.94.232,10672.56,1,2,1,1,1,0,1,hoch
BW-2025-00645,Drogenhandel,Brecheisen,Mannheim,2025-12-08 04:00:00,Laptop,Telekom,65799,186.142.38.178,5248.58,2,2,48,1,1,0,1,mittel
BW-2025-00646,Sachbeschädigung,Online-Plattform,Freiburg,2025-01-22 23:00:00,Desktop PC,Telekom,59980,63.70.192.240,9376.59,2,2,25,0,0,1,1,mittel
BW-2025-00647,Diebstahl,Messer,Heidelberg,2025-08-13 11:00:00,Tablet,Telekom,23672,183.197.76.98,6074.98,1,2,35,1,1,0,0,mittel
BW-2025-00648,Einbruchdiebstahl,Smartphone,Heilbronn,2025-05-16 20:00:00,iPhone,Vodafone,40544,85.133.228.67,6646.55,1,2,42,0,1,1,0,mittel
BW-2025-00649,Diebstahl,keines,Stuttgart,2025-04-28 07:00:00,Laptop,Telekom,24515,44.15.42.138,0.0,2,2,34,1,1,1,0,mittel
BW-2025-00650,Sachbeschädigung,keines,Karlsruhe,2025-03-30 16:00:00,Tablet,Vodafone,30811,165.140.179.215,5422.46,2,0,36,0,1,1,1,mittel
BW-2025-00651,Cybercrime,Fahrzeug,Heilbronn,2025-01-06 01:00:00,Laptop,Vodafone,89278,217.188.162.100,526.99,3,1,15,0,1,0,1,mittel
BW-2025-00652,Drogenhandel,keines,Heilbronn,2025-03-04 04:00:00,Tablet,Telekom,61260,167.239.94.244,3114.25,1,0,11,1,1,1,1,niedrig
BW-2025-00653,Sachbeschädigung,Fahrzeug,Mannheim,2025-11-09 13:00:00,Desktop PC,1&1,15723,72.92.171.14,6569.26,2,0,10,1,0,0,1,mittel
BW-2025-00654,Cybercrime,Online-Plattform,Karlsruhe,2025-10-08 18:00:00,Android Smartphone,1&1,76112,207.59.231.175,780.95,3,1,49,0,1,0,0,niedrig
BW-2025-00655,Drogenhandel,Messer,Heilbronn,2025-05-22 13:00:00,Android Smartphone,O2,93737,188.201.208.220,1744.67,1,0,43,0,1,0,0,niedrig
BW-2025-00656,Körperverletzung,Messer,Freiburg,2025-09-28 19:00:00,Tablet,Vodafone,27888,94.189.129.40,5442.17,1,3,42,0,0,1,0,mittel
BW-2025-00657,Körperverletzung,keines,Heilbronn,2025-06-15 09:00:00,iPhone,Telekom,31150,54.171.186.18,0.0,1,0,1,1,0,1,1,niedrig
BW-2025-00658,Diebstahl,Brecheisen,Pforzheim,2025-04-25 23:00:00,iPhone,1&1,67757,102.171.150.204,16270.92,3,1,11,0,0,1,0,hoch
BW-2025-00659,Raub,Smartphone,Heidelberg,2025-12-23 22:00:00,Tablet,Telekom,16870,164.35.252.122,5168.4,2,2,0,0,1,1,1,mittel
BW-2025-00660,Betrug,Messer,Heidelberg,2025-06-12 20:00:00,Android Smartphone,O2,13662,14.186.51.160,0.0,1,3,21,0,0,0,1,mittel
BW-2025-00661,Raub,Laptop,Heidelberg,2025-04-25 00:00:00,iPhone,Vodafone,52294,154.226.199.79,7791.95,1,1,40,0,1,0,1,mittel
BW-2025-00662,Raub,Fahrzeug,Ulm,2025-06-08 15:00:00,Tablet,Telekom,32756,14.214.175.63,4879.53,3,3,25,0,0,1,1,hoch
BW-2025-00663,Drogenhandel,Smartphone,Ulm,2025-05-31 06:00:00,Android Smartphone,1&1,18825,66.243.154.172,0.0,2,1,26,0,1,1,0,niedrig
BW-2025-00664,Cybercrime,keines,Karlsruhe,2025-06-21 23:00:00,Desktop PC,Vodafone,53522,55.226.126.201,0.0,2,0,40,0,1,1,0,niedrig
BW-2025-00665,Drogenhandel,keines,Karlsruhe,2025-11-03 10:00:00,Laptop,Telekom,12780,168.201.6.223,7391.18,3,1,48,1,0,0,0,mittel
BW-2025-00666,Diebstahl,Online-Plattform,Heidelberg,2025-02-24 04:00:00,Tablet,Vodafone,48877,62.183.11.99,0.0,1,0,9,0,0,1,1,niedrig
BW-2025-00667,Sachbeschädigung,Fahrzeug,Stuttgart,2025-08-13 09:00:00,Android Smartphone,1&1,78271,213.178.20.56,3475.87,1,1,26,0,1,1,0,niedrig
BW-2025-00668,Cybercrime,Smartphone,Heidelberg,2025-06-15 09:00:00,Laptop,O2,89700,108.169.15.177,2342.61,1,0,33,0,0,0,0,niedrig
BW-2025-00669,Drogenhandel,Brecheisen,Heilbronn,2025-12-02 15:00:00,iPhone,Telekom,36767,43.36.196.7,7596.22,4,1,5,0,0,0,0,mittel
BW-2025-00670,Einbruchdiebstahl,Fahrzeug,Heidelberg,2025-10-18 23:00:00,Desktop PC,Telekom,42102,119.140.93.14,11419.34,2,1,11,1,1,0,0,mittel
BW-2025-00671,Raub,Online-Plattform,Pforzheim,2025-05-18 11:00:00,Desktop PC,1&1,62198,107.178.23.249,0.0,2,3,10,1,1,0,1,mittel
BW-2025-00672,Körperverletzung,keines,Ulm,2025-04-17 09:00:00,Desktop PC,1&1,20909,205.68.137.225,0.0,2,1,19,1,0,1,1,mittel
BW-2025-00673,Einbruchdiebstahl,Brecheisen,Pforzheim,2025-07-28 19:00:00,Tablet,1&1,19429,96.78.213.44,0.0,2,2,8,1,1,1,1,mittel
BW-2025-00674,Körperverletzung,Fahrzeug,Mannheim,2025-01-09 18:00:00,Android Smartphone,Telekom,61727,201.0.108.203,0.0,2,0,23,1,1,1,1,niedrig
BW-2025-00675,Sachbeschädigung,keines,Pforzheim,2025-10-07 01:00:00,Desktop PC,Telekom,35457,206.80.191.79,14793.57,1,2,27,0,0,1,0,hoch
BW-2025-00676,Cybercrime,Phishing-Mail,Heilbronn,2025-09-21 01:00:00,Laptop,Telekom,14522,219.41.13.107,8600.24,2,3,23,1,0,0,1,hoch
BW-2025-00677,Betrug,Brecheisen,Pforzheim,2025-04-11 14:00:00,Desktop PC,1&1,25300,208.94.110.251,1924.89,3,0,5,1,0,0,0,niedrig
BW-2025-00678,Sachbeschädigung,Messer,Karlsruhe,2025-10-16 17:00:00,Desktop PC,Vodafone,75620,147.127.225.156,0.0,2,3,42,0,1,1,1,mittel
BW-2025-00679,Sachbeschädigung,Online-Plattform,Ulm,2025-08-24 02:00:00,iPhone,Telekom,50383,12.164.194.209,6817.94,1,1,10,0,1,0,1,mittel
BW-2025-00680,Körperverletzung,Smartphone,Karlsruhe,2025-12-25 08:00:00,iPhone,1&1,33121,106.233.39.80,269.85,2,2,11,1,1,1,0,mittel
BW-2025-00681,Einbruchdiebstahl,Fahrzeug,Heilbronn,2025-11-04 15:00:00,Android Smartphone,Telekom,33950,218.38.84.137,0.0,1,1,48,0,0,0,0,niedrig
BW-2025-00682,Raub,Online-Plattform,Ulm,2025-04-24 09:00:00,Tablet,Telekom,26342,81.217.227.77,2159.53,1,2,4,0,1,0,1,mittel
BW-2025-00683,Drogenhandel,Smartphone,Heidelberg,2025-03-10 19:00:00,Tablet,1&1,97205,160.27.37.3,5931.85,1,1,50,0,0,1,0,mittel
BW-2025-00684,Betrug,Laptop,Heidelberg,2025-09-14 10:00:00,Desktop PC,Telekom,89216,120.240.172.60,5694.57,2,1,21,1,1,1,1,mittel
BW-2025-00685,Drogenhandel,Phishing-Mail,Freiburg,2025-09-30 00:00:00,Android Smartphone,O2,23130,11.202.40.15,5057.76,3,3,29,1,0,1,1,hoch
BW-2025-00686,Sachbeschädigung,Brecheisen,Stuttgart,2025-12-29 05:00:00,Desktop PC,Telekom,91048,186.169.208.44,4843.93,1,2,42,1,0,1,1,mittel
BW-2025-00687,Körperverletzung,Messer,Heidelberg,2025-01-12 08:00:00,iPhone,O2,40612,166.84.210.39,3678.92,2,4,31,1,0,1,1,hoch
BW-2025-00688,Sachbeschädigung,Laptop,Freiburg,2025-03-10 13:00:00,Tablet,1&1,78164,157.103.142.16,3857.86,3,1,50,1,1,0,0,mittel
BW-2025-00689,Betrug,Brecheisen,Heilbronn,2025-11-15 16:00:00,iPhone,O2,96853,149.105.54.80,11141.88,1,0,15,0,1,0,1,mittel
BW-2025-00690,Raub,Fahrzeug,Mannheim,2025-10-24 21:00:00,iPhone,Telekom,46747,67.106.144.80,163.59,1,0,46,0,0,1,1,niedrig
BW-2025-00691,Cybercrime,keines,Karlsruhe,2025-03-03 17:00:00,Android Smartphone,1&1,59415,194.170.83.182,1332.71,1,2,47,1,0,0,1,mittel
BW-2025-00692,Sachbeschädigung,Messer,Heidelberg,2025-03-20 23:00:00,Android Smartphone,O2,54595,200.150.187.10,4000.2,1,2,37,1,0,0,0,mittel
BW-2025-00693,Raub,Laptop,Freiburg,2025-09-17 13:00:00,Android Smartphone,O2,60875,119.119.129.53,39.74,3,1,20,0,1,0,0,niedrig
BW-2025-00694,Drogenhandel,Brecheisen,Heidelberg,2025-01-07 06:00:00,iPhone,1&1,38692,138.245.8.142,3773.28,2,1,43,1,1,0,1,mittel
BW-2025-00695,Körperverletzung,Brecheisen,Pforzheim,2025-08-07 13:00:00,Android Smartphone,Telekom,92716,66.56.114.112,5687.53,1,0,31,1,0,1,1,mittel
BW-2025-00696,Cybercrime,Messer,Stuttgart,2025-05-24 18:00:00,Laptop,Vodafone,61355,87.145.239.14,0.0,2,4,42,0,0,0,1,mittel
BW-2025-00697,Einbruchdiebstahl,Smartphone,Ulm,2025-11-20 04:00:00,Laptop,1&1,79185,197.12.150.226,4171.99,1,1,18,1,1,1,0,mittel
BW-2025-00698,Cybercrime,Fahrzeug,Ulm,2025-08-09 18:00:00,iPhone,Vodafone,85649,46.55.49.224,4573.43,1,0,28,0,1,1,0,niedrig
BW-2025-00699,Körperverletzung,Online-Plattform,Mannheim,2025-05-14 13:00:00,Android Smartphone,Vodafone,59355,120.87.38.146,0.0,3,2,43,0,1,0,0,mittel
BW-2025-00700,Einbruchdiebstahl,Smartphone,Karlsruhe,2025-05-03 15:00:00,Laptop,1&1,29473,171.129.69.210,4507.76,2,0,46,0,0,1,1,niedrig
BW-2025-00701,Sachbeschädigung,Fahrzeug,Stuttgart,2025-09-28 18:00:00,iPhone,Vodafone,97914,179.148.177.30,0.0,2,0,5,1,1,0,1,niedrig
BW-2025-00702,Körperverletzung,Messer,Pforzheim,2025-01-08 22:00:00,Tablet,O2,74122,175.51.102.201,6405.55,2,2,42,0,0,0,0,mittel
BW-2025-00703,Raub,Smartphone,Heilbronn,2025-05-04 15:00:00,Laptop,Telekom,84897,43.15.126.208,2561.98,1,0,6,1,1,1,1,niedrig
BW-2025-00704,Drogenhandel,Laptop,Mannheim,2025-09-26 19:00:00,Tablet,Telekom,96321,41.9.20.210,2823.12,2,2,11,1,0,0,0,mittel
BW-2025-00705,Einbruchdiebstahl,Smartphone,Heilbronn,2025-01-27 17:00:00,Laptop,Telekom,83727,76.187.14.13,0.0,2,0,48,0,0,0,0,niedrig
BW-2025-00706,Betrug,Laptop,Karlsruhe,2025-09-06 04:00:00,Desktop PC,O2,49400,22.209.141.74,5799.31,3,1,33,0,1,0,0,mittel
BW-2025-00707,Cybercrime,keines,Mannheim,2025-08-02 15:00:00,Desktop PC,1&1,41077,20.103.101.105,4740.64,3,3,12,1,0,0,0,mittel
BW-2025-00708,Einbruchdiebstahl,Online-Plattform,Heidelberg,2025-09-03 02:00:00,Android Smartphone,Vodafone,82069,76.69.138.188,3652.0,2,2,16,1,0,1,0,mittel
BW-2025-00709,Sachbeschädigung,Brecheisen,Ulm,2025-06-23 12:00:00,Tablet,Telekom,92518,198.144.149.17,0.0,1,3,17,1,0,0,0,mittel
BW-2025-00710,Raub,Phishing-Mail,Mannheim,2025-08-04 23:00:00,Tablet,Vodafone,20161,80.38.237.98,0.0,2,5,7,1,1,0,0,hoch
BW-2025-00711,Diebstahl,Messer,Karlsruhe,2025-09-05 16:00:00,Laptop,Telekom,45867,13.134.103.93,2702.36,1,2,6,1,1,0,0,mittel
BW-2025-00712,Sachbeschädigung,Fahrzeug,Ulm,2025-04-30 23:00:00,iPhone,Telekom,84993,83.48.239.254,11831.64,2,2,35,1,1,0,1,hoch
BW-2025-00713,Cybercrime,Laptop,Stuttgart,2025-09-23 22:00:00,Android Smartphone,O2,87635,43.168.146.96,4818.46,1,1,16,0,1,1,1,mittel
BW-2025-00714,Betrug,Brecheisen,Mannheim,2025-07-02 12:00:00,Android Smartphone,1&1,70003,57.223.240.46,1210.33,4,2,28,0,1,0,1,mittel
BW-2025-00715,Drogenhandel,keines,Pforzheim,2025-12-22 09:00:00,Laptop,1&1,63282,208.68.160.73,9993.72,3,4,20,0,1,0,1,hoch
BW-2025-00716,Diebstahl,Laptop,Karlsruhe,2025-04-23 17:00:00,Android Smartphone,Telekom,11401,119.138.48.193,0.0,1,1,43,0,0,1,1,niedrig
BW-2025-00717,Einbruchdiebstahl,keines,Heilbronn,2025-10-04 19:00:00,Desktop PC,Telekom,80035,202.234.61.42,3680.0,2,1,22,0,0,0,1,mittel
BW-2025-00718,Raub,Smartphone,Heilbronn,2025-04-30 08:00:00,Android Smartphone,Vodafone,16672,119.55.134.194,0.0,2,4,31,0,1,0,1,mittel
BW-2025-00719,Sachbeschädigung,Brecheisen,Freiburg,2025-06-20 12:00:00,iPhone,O2,48475,78.198.181.50,5832.88,1,1,13,0,1,1,1,mittel
BW-2025-00720,Betrug,Messer,Heidelberg,2025-11-13 02:00:00,Laptop,Telekom,90678,128.217.192.124,4139.24,3,3,21,1,0,1,0,mittel
BW-2025-00721,Cybercrime,Phishing-Mail,Karlsruhe,2025-05-08 02:00:00,iPhone,O2,66466,136.246.188.29,676.07,2,4,12,1,1,0,0,mittel
BW-2025-00722,Diebstahl,Brecheisen,Ulm,2025-01-05 17:00:00,iPhone,1&1,61820,106.210.190.195,1.72,2,0,19,0,1,0,1,niedrig
BW-2025-00723,Drogenhandel,Messer,Mannheim,2025-03-16 04:00:00,Desktop PC,O2,56365,202.65.92.152,2204.52,1,0,27,1,1,0,0,niedrig
BW-2025-00724,Betrug,Phishing-Mail,Heidelberg,2025-07-14 11:00:00,iPhone,Vodafone,53412,19.23.93.208,0.0,1,1,10,0,0,1,1,niedrig
BW-2025-00725,Raub,keines,Pforzheim,2025-11-30 20:00:00,iPhone,1&1,75779,196.218.199.121,0.0,1,0,47,1,0,1,1,niedrig
BW-2025-00726,Sachbeschädigung,Brecheisen,Karlsruhe,2025-03-28 02:00:00,iPhone,Telekom,16820,184.165.190.185,0.0,1,1,21,0,1,0,0,niedrig
BW-2025-00727,Sachbeschädigung,Smartphone,Ulm,2025-07-12 15:00:00,Tablet,O2,90951,50.9.245.178,5677.63,1,0,46,1,0,1,0,niedrig
BW-2025-00728,Einbruchdiebstahl,Fahrzeug,Pforzheim,2025-06-18 20:00:00,iPhone,O2,75841,167.113.20.57,6965.33,1,0,11,1,0,1,0,mittel
BW-2025-00729,Raub,Brecheisen,Heidelberg,2025-10-01 22:00:00,iPhone,Vodafone,65876,15.133.116.42,2858.52,1,1,39,0,1,0,0,niedrig
BW-2025-00730,Raub,Laptop,Stuttgart,2025-12-25 09:00:00,Tablet,1&1,65846,133.172.138.10,1381.67,2,2,3,1,0,0,1,mittel
BW-2025-00731,Sachbeschädigung,Smartphone,Pforzheim,2025-09-06 04:00:00,iPhone,O2,51922,23.44.167.250,0.0,2,1,11,1,1,1,0,mittel
BW-2025-00732,Betrug,Smartphone,Stuttgart,2025-07-14 18:00:00,Laptop,Vodafone,34227,75.148.79.149,0.0,1,1,31,1,1,0,1,niedrig
BW-2025-00733,Drogenhandel,Phishing-Mail,Pforzheim,2025-01-10 07:00:00,iPhone,Telekom,87189,146.99.129.4,0.0,1,3,38,0,1,1,1,mittel
BW-2025-00734,Drogenhandel,Fahrzeug,Pforzheim,2025-03-01 13:00:00,Android Smartphone,1&1,86881,178.131.209.200,1136.45,3,4,12,0,0,0,0,mittel
BW-2025-00735,Raub,keines,Karlsruhe,2025-07-25 19:00:00,iPhone,O2,26755,60.19.177.58,2779.96,1,2,26,1,0,0,0,mittel
BW-2025-00736,Cybercrime,Phishing-Mail,Freiburg,2025-10-25 17:00:00,Tablet,Telekom,31880,164.98.34.99,1089.98,3,2,17,0,1,1,0,mittel
BW-2025-00737,Einbruchdiebstahl,Online-Plattform,Stuttgart,2025-05-10 20:00:00,Desktop PC,Telekom,67376,203.47.178.79,10033.0,1,0,32,1,1,0,0,mittel
BW-2025-00738,Sachbeschädigung,Messer,Ulm,2025-05-22 06:00:00,Desktop PC,O2,87609,189.92.91.80,4178.78,1,2,0,0,0,0,0,mittel
BW-2025-00739,Körperverletzung,Online-Plattform,Pforzheim,2025-07-03 07:00:00,Android Smartphone,O2,79935,71.251.198.66,4330.31,1,1,18,0,0,0,0,niedrig
BW-2025-00740,Betrug,Brecheisen,Pforzheim,2025-02-05 04:00:00,Android Smartphone,O2,95019,99.243.67.89,3975.49,1,0,40,0,0,0,0,niedrig
BW-2025-00741,Drogenhandel,Phishing-Mail,Karlsruhe,2025-04-02 05:00:00,Desktop PC,O2,92045,219.224.70.85,0.0,1,0,0,1,1,1,0,niedrig
BW-2025-00742,Drogenhandel,Fahrzeug,Pforzheim,2025-01-11 16:00:00,Android Smartphone,O2,67958,67.123.204.218,532.79,3,3,20,0,1,1,0,mittel
BW-2025-00743,Cybercrime,Fahrzeug,Ulm,2025-06-08 04:00:00,Android Smartphone,1&1,22280,137.247.79.219,8480.82,1,1,11,1,1,0,1,mittel
BW-2025-00744,Körperverletzung,Brecheisen,Mannheim,2025-05-04 03:00:00,Android Smartphone,1&1,33295,220.71.160.191,8308.76,2,1,25,1,0,1,0,mittel
BW-2025-00745,Raub,Laptop,Mannheim,2025-06-17 10:00:00,iPhone,1&1,11545,165.113.113.170,0.0,2,0,6,1,1,0,0,niedrig
BW-2025-00746,Sachbeschädigung,Messer,Stuttgart,2025-01-30 20:00:00,iPhone,Telekom,28695,171.156.67.37,1377.08,2,0,38,0,0,0,1,niedrig
BW-2025-00747,Betrug,Smartphone,Karlsruhe,2025-02-28 00:00:00,Desktop PC,O2,31383,89.176.200.102,5406.68,3,1,21,0,0,1,1,mittel
BW-2025-00748,Körperverletzung,Brecheisen,Heidelberg,2025-03-26 00:00:00,iPhone,O2,23443,141.244.113.150,0.0,1,0,26,0,0,0,1,niedrig
BW-2025-00749,Einbruchdiebstahl,Smartphone,Heidelberg,2025-10-19 14:00:00,iPhone,Vodafone,39607,186.53.251.192,6731.08,2,0,24,1,0,1,1,mittel
BW-2025-00750,Diebstahl,keines,Mannheim,2025-03-11 10:00:00,iPhone,Vodafone,25512,103.73.77.99,0.0,1,0,5,1,1,0,1,niedrig
BW-2025-00751,Betrug,Brecheisen,Mannheim,2025-05-04 19:00:00,Tablet,O2,55663,37.154.171.84,2686.9,3,2,17,1,0,1,1,mittel
BW-2025-00752,Körperverletzung,Phishing-Mail,Pforzheim,2025-04-12 11:00:00,iPhone,Telekom,68549,195.169.247.4,0.0,1,3,50,0,1,0,1,mittel
BW-2025-00753,Körperverletzung,Laptop,Karlsruhe,2025-07-10 02:00:00,Desktop PC,1&1,33838,207.125.51.111,1267.4,2,0,24,0,0,1,0,niedrig
BW-2025-00754,Drogenhandel,Phishing-Mail,Heilbronn,2025-10-10 14:00:00,Tablet,1&1,64874,151.161.127.117,302.85,1,3,31,1,0,0,1,mittel
BW-2025-00755,Körperverletzung,Fahrzeug,Ulm,2025-12-26 17:00:00,iPhone,1&1,10375,63.10.34.215,71.25,2,0,1,0,0,0,1,niedrig
BW-2025-00756,Drogenhandel,keines,Mannheim,2025-08-27 11:00:00,iPhone,Telekom,28892,152.47.33.20,0.0,3,1,26,1,0,1,1,mittel
BW-2025-00757,Raub,Fahrzeug,Heidelberg,2025-03-22 00:00:00,iPhone,Vodafone,58717,24.216.103.229,2795.19,1,0,44,0,1,0,1,niedrig
BW-2025-00758,Diebstahl,Laptop,Heilbronn,2025-01-21 14:00:00,Desktop PC,Vodafone,42118,30.186.141.36,4121.3,1,1,0,0,1,0,0,niedrig
BW-2025-00759,Sachbeschädigung,Brecheisen,Mannheim,2025-12-27 01:00:00,Tablet,Vodafone,68192,211.9.160.180,8495.56,1,2,41,1,1,1,1,hoch
BW-2025-00760,Betrug,Online-Plattform,Karlsruhe,2025-01-22 22:00:00,Android Smartphone,Telekom,65524,185.14.40.155,0.0,2,3,29,0,0,0,1,mittel
BW-2025-00761,Cybercrime,Online-Plattform,Heidelberg,2025-07-05 13:00:00,Tablet,Vodafone,62481,169.121.166.254,3441.3,3,1,3,0,1,0,0,mittel
BW-2025-00762,Raub,Messer,Mannheim,2025-11-16 18:00:00,Desktop PC,Telekom,31603,24.254.246.51,2123.86,2,3,23,1,1,1,1,mittel
BW-2025-00763,Sachbeschädigung,Fahrzeug,Pforzheim,2025-02-23 02:00:00,iPhone,Telekom,46989,52.170.170.126,10101.53,3,1,34,1,1,0,0,mittel
BW-2025-00764,Diebstahl,Laptop,Heidelberg,2025-07-31 00:00:00,Desktop PC,Telekom,45280,32.197.35.146,0.0,3,1,36,0,0,0,0,niedrig
BW-2025-00765,Betrug,keines,Stuttgart,2025-03-05 15:00:00,iPhone,O2,62184,139.14.41.82,6942.21,3,2,12,1,0,1,1,hoch
BW-2025-00766,Drogenhandel,Messer,Freiburg,2025-08-15 04:00:00,Android Smartphone,Telekom,86962,214.203.50.147,2511.33,1,0,24,1,0,0,0,niedrig
BW-2025-00767,Körperverletzung,Smartphone,Pforzheim,2025-11-13 03:00:00,Android Smartphone,Vodafone,99320,178.122.248.203,7484.57,1,1,9,0,0,0,0,mittel
BW-2025-00768,Einbruchdiebstahl,Phishing-Mail,Heilbronn,2025-07-18 13:00:00,Android Smartphone,O2,41340,64.117.68.238,5882.16,2,0,39,1,1,0,1,mittel
BW-2025-00769,Diebstahl,Brecheisen,Heilbronn,2025-04-08 08:00:00,iPhone,Telekom,69612,91.79.222.124,0.0,2,2,10,1,0,1,0,mittel
BW-2025-00770,Cybercrime,Brecheisen,Karlsruhe,2025-08-30 05:00:00,Laptop,O2,43809,132.39.161.54,2158.97,1,3,16,0,0,0,1,mittel
BW-2025-00771,Körperverletzung,Brecheisen,Karlsruhe,2025-01-28 00:00:00,Desktop PC,1&1,91223,185.58.205.242,0.0,3,4,8,1,1,1,1,hoch
BW-2025-00772,Körperverletzung,Phishing-Mail,Freiburg,2025-10-10 01:00:00,Laptop,Telekom,42088,190.34.129.243,0.0,3,0,35,1,1,0,0,niedrig
BW-2025-00773,Betrug,Brecheisen,Karlsruhe,2025-04-19 00:00:00,Laptop,1&1,70591,182.77.115.140,619.6,1,2,5,1,0,0,1,mittel
BW-2025-00774,Drogenhandel,keines,Heilbronn,2025-03-16 11:00:00,Desktop PC,1&1,66769,62.16.136.10,4031.91,3,1,25,0,0,0,1,mittel
BW-2025-00775,Drogenhandel,Laptop,Freiburg,2025-05-26 03:00:00,Laptop,1&1,15017,150.138.113.102,6511.54,1,1,9,1,0,1,1,mittel
BW-2025-00776,Körperverletzung,Brecheisen,Heidelberg,2025-09-17 14:00:00,Laptop,Telekom,37973,24.216.6.59,3552.8,1,2,13,0,1,1,1,mittel
BW-2025-00777,Betrug,Messer,Pforzheim,2025-02-27 01:00:00,Laptop,Vodafone,20709,87.95.204.251,5445.66,2,4,45,0,0,1,1,hoch
BW-2025-00778,Körperverletzung,Messer,Heidelberg,2025-02-06 16:00:00,Laptop,Vodafone,31565,61.215.204.34,5100.22,2,0,22,0,1,1,1,mittel
BW-2025-00779,Sachbeschädigung,keines,Heilbronn,2025-10-26 04:00:00,Desktop PC,Vodafone,20198,196.4.107.82,0.0,4,0,42,1,1,0,0,niedrig
BW-2025-00780,Einbruchdiebstahl,Phishing-Mail,Freiburg,2025-11-10 02:00:00,iPhone,Vodafone,98335,115.8.244.113,3670.1,1,1,16,0,1,1,0,niedrig
BW-2025-00781,Betrug,keines,Mannheim,2025-01-25 21:00:00,Tablet,Telekom,88766,107.167.140.32,4905.04,4,0,13,0,0,1,0,mittel
BW-2025-00782,Drogenhandel,Fahrzeug,Heidelberg,2025-09-10 18:00:00,Desktop PC,Telekom,75809,220.173.92.34,4159.89,1,2,7,1,0,1,1,mittel
BW-2025-00783,Körperverletzung,keines,Ulm,2025-08-29 10:00:00,Tablet,O2,70138,120.170.140.126,2703.11,2,1,23,1,1,0,0,mittel
BW-2025-00784,Einbruchdiebstahl,Brecheisen,Ulm,2025-10-26 15:00:00,Tablet,O2,21749,177.77.204.29,3582.75,1,1,1,1,0,0,0,niedrig
BW-2025-00785,Sachbeschädigung,Laptop,Heilbronn,2025-10-31 04:00:00,Desktop PC,Telekom,39213,209.225.159.215,0.0,2,1,29,0,1,1,0,niedrig
BW-2025-00786,Sachbeschädigung,Laptop,Heidelberg,2025-08-28 08:00:00,Tablet,Telekom,59105,211.62.0.50,4933.03,2,1,14,1,1,1,0,mittel
BW-2025-00787,Cybercrime,Online-Plattform,Pforzheim,2025-06-14 21:00:00,Laptop,1&1,13440,50.67.155.83,8191.04,1,1,50,0,1,0,0,mittel
BW-2025-00788,Drogenhandel,Phishing-Mail,Freiburg,2025-06-15 02:00:00,Android Smartphone,1&1,85740,120.217.168.121,2692.75,1,2,8,1,0,1,0,mittel
BW-2025-00789,Sachbeschädigung,Brecheisen,Ulm,2025-10-26 14:00:00,Laptop,Vodafone,92764,158.177.238.29,8401.18,1,2,50,0,0,0,0,mittel
BW-2025-00790,Sachbeschädigung,Online-Plattform,Mannheim,2025-03-05 15:00:00,Laptop,Vodafone,92430,208.32.213.15,4848.43,2,0,37,0,0,1,0,niedrig
BW-2025-00791,Einbruchdiebstahl,Smartphone,Karlsruhe,2025-01-18 06:00:00,Desktop PC,1&1,41420,178.11.186.156,3856.91,2,1,14,0,1,1,0,mittel
BW-2025-00792,Cybercrime,Fahrzeug,Heidelberg,2025-02-05 07:00:00,Tablet,O2,93674,159.80.148.200,0.0,1,0,6,1,0,0,0,niedrig
